"","Date","BURGLARY","FELONY ASSAULT","GRAND LARCENY","GRAND LARCENY OF MOTOR VEHICLE","MURDER & NON-NEGL. MANSLAUGHTE","RAPE","ROBBERY"
"1149",2009-02-22,22,42,71,15,2,2,42
"1150",2009-02-23,51,27,100,23,1,2,31
"1151",2009-02-24,41,33,88,28,0,1,55
"1152",2009-02-25,63,35,87,18,2,1,49
"1153",2009-02-26,59,37,106,28,2,1,51
"1154",2009-02-27,53,42,97,19,1,2,69
"1155",2009-02-28,38,48,100,23,0,3,47
"1156",2009-03-01,28,57,124,28,0,12,39
"1157",2009-03-02,27,26,74,12,0,2,41
"1158",2009-03-03,45,26,80,19,0,4,31
"1159",2009-03-04,45,36,90,16,0,4,50
"1160",2009-03-05,52,25,98,30,0,1,44
"1161",2009-03-06,57,40,118,48,1,3,51
"1162",2009-03-07,30,60,102,32,1,2,60
"1163",2009-03-08,26,50,85,26,1,3,31
"1164",2009-03-09,40,38,109,23,0,2,44
"1165",2009-03-10,44,57,100,22,3,3,49
"1166",2009-03-11,49,46,117,28,1,4,52
"1167",2009-03-12,36,37,96,17,2,5,47
"1168",2009-03-13,53,47,117,14,0,1,45
"1169",2009-03-14,36,39,93,27,2,3,43
"1170",2009-03-15,26,50,72,26,1,3,31
"1171",2009-03-16,56,45,98,24,0,1,50
"1172",2009-03-17,51,38,87,23,0,0,45
"1173",2009-03-18,49,38,99,18,0,3,66
"1174",2009-03-19,50,42,85,22,1,1,52
"1175",2009-03-20,53,36,122,25,0,3,37
"1176",2009-03-21,33,43,104,33,0,1,33
"1177",2009-03-22,25,54,76,25,2,2,32
"1178",2009-03-23,34,31,99,26,0,2,45
"1179",2009-03-24,36,37,115,28,2,3,60
"1180",2009-03-25,45,30,105,26,3,4,41
"1181",2009-03-26,38,44,93,28,0,0,56
"1182",2009-03-27,56,49,142,25,2,0,55
"1183",2009-03-28,37,60,99,29,1,3,53
"1184",2009-03-29,25,61,80,22,2,2,44
"1185",2009-03-30,50,36,94,27,1,3,61
"1186",2009-03-31,51,55,84,24,1,1,60
"1187",2009-04-01,60,48,136,22,1,13,40
"1188",2009-04-02,43,42,110,25,0,4,45
"1189",2009-04-03,50,46,117,27,2,1,55
"1190",2009-04-04,34,64,78,12,1,3,48
"1191",2009-04-05,23,52,107,26,0,4,36
"1192",2009-04-06,42,30,81,17,0,4,48
"1193",2009-04-07,54,37,110,28,0,4,45
"1194",2009-04-08,62,35,103,18,1,2,49
"1195",2009-04-09,48,31,96,30,3,5,39
"1196",2009-04-10,53,35,95,26,0,1,33
"1197",2009-04-11,25,44,102,24,1,3,41
"1198",2009-04-12,18,62,67,28,0,4,40
"1199",2009-04-13,31,54,95,19,1,4,37
"1200",2009-04-14,59,25,104,24,1,0,34
"1201",2009-04-15,49,29,83,24,0,2,32
"1202",2009-04-16,42,40,106,27,0,2,36
"1203",2009-04-17,64,57,92,24,2,2,37
"1204",2009-04-18,31,70,103,27,3,5,38
"1205",2009-04-19,24,45,73,24,1,3,31
"1206",2009-04-20,62,28,112,30,2,2,40
"1207",2009-04-21,54,40,97,21,2,0,34
"1208",2009-04-22,41,37,102,32,0,3,53
"1209",2009-04-23,40,37,101,28,3,4,52
"1210",2009-04-24,50,32,123,39,2,2,42
"1211",2009-04-25,29,70,107,29,1,3,42
"1212",2009-04-26,31,89,84,26,5,6,39
"1213",2009-04-27,28,40,106,22,4,2,60
"1214",2009-04-28,58,57,104,43,1,2,44
"1215",2009-04-29,50,35,119,37,1,2,59
"1216",2009-04-30,49,50,116,20,0,2,34
"1217",2009-05-01,67,62,172,28,2,14,43
"1218",2009-05-02,30,67,121,24,1,7,47
"1219",2009-05-03,30,48,70,29,3,3,42
"1220",2009-05-04,47,40,103,38,0,3,53
"1221",2009-05-05,63,42,102,38,0,4,50
"1222",2009-05-06,46,53,117,39,0,1,59
"1223",2009-05-07,39,35,88,24,0,3,48
"1224",2009-05-08,60,55,143,28,2,3,56
"1225",2009-05-09,46,77,99,33,2,3,51
"1226",2009-05-10,35,64,75,22,2,3,42
"1227",2009-05-11,49,34,106,27,1,3,54
"1228",2009-05-12,50,48,114,21,1,2,48
"1229",2009-05-13,47,49,130,29,0,1,55
"1230",2009-05-14,58,36,100,39,2,3,44
"1231",2009-05-15,57,52,132,35,0,0,55
"1232",2009-05-16,37,71,121,24,2,3,52
"1233",2009-05-17,36,57,96,22,3,1,34
"1234",2009-05-18,50,33,103,27,2,4,49
"1235",2009-05-19,42,37,87,23,0,5,42
"1236",2009-05-20,58,36,105,24,1,4,47
"1237",2009-05-21,51,63,105,25,3,3,57
"1238",2009-05-22,57,49,125,31,0,2,53
"1239",2009-05-23,35,67,103,35,0,4,45
"1240",2009-05-24,34,79,82,25,1,4,39
"1241",2009-05-25,49,68,93,31,0,4,47
"1242",2009-05-26,51,46,106,44,1,2,51
"1243",2009-05-27,47,34,93,26,0,1,45
"1244",2009-05-28,60,43,105,37,2,4,47
"1245",2009-05-29,65,47,122,19,0,1,49
"1246",2009-05-30,37,58,83,26,1,3,46
"1247",2009-05-31,33,72,73,26,2,4,48
"1248",2009-06-01,47,55,147,32,0,25,47
"1249",2009-06-02,47,46,104,39,1,7,55
"1250",2009-06-03,59,38,124,28,0,2,47
"1251",2009-06-04,54,44,100,27,0,3,41
"1252",2009-06-05,58,40,107,27,1,4,50
"1253",2009-06-06,40,38,118,27,4,0,52
"1254",2009-06-07,43,91,83,24,0,2,40
"1255",2009-06-08,49,41,107,27,4,1,67
"1256",2009-06-09,43,55,101,23,2,5,50
"1257",2009-06-10,57,46,107,29,0,4,46
"1258",2009-06-11,56,34,93,32,1,1,49
"1259",2009-06-12,61,54,125,30,2,5,56
"1260",2009-06-13,38,72,96,26,2,3,55
"1261",2009-06-14,29,59,104,20,5,4,48
"1262",2009-06-15,46,63,108,28,1,2,57
"1263",2009-06-16,58,45,103,26,1,1,58
"1264",2009-06-17,53,41,114,23,2,3,56
"1265",2009-06-18,54,40,98,15,0,2,44
"1266",2009-06-19,67,43,126,26,1,3,42
"1267",2009-06-20,39,67,91,23,2,1,46
"1268",2009-06-21,42,58,83,29,0,3,53
"1269",2009-06-22,65,44,110,38,1,1,58
"1270",2009-06-23,56,46,115,32,1,1,54
"1271",2009-06-24,49,44,94,26,0,3,54
"1272",2009-06-25,53,47,123,35,0,3,60
"1273",2009-06-26,60,48,115,24,1,4,48
"1274",2009-06-27,51,55,89,30,2,1,55
"1275",2009-06-28,26,77,93,29,3,2,54
"1276",2009-06-29,67,54,112,26,1,3,53
"1277",2009-06-30,58,44,123,37,3,2,53
"1278",2009-07-01,66,41,141,38,0,17,56
"1279",2009-07-02,62,38,111,26,1,1,47
"1280",2009-07-03,61,49,101,30,1,5,48
"1281",2009-07-04,50,82,82,23,3,5,56
"1282",2009-07-05,32,66,82,34,1,4,37
"1283",2009-07-06,55,35,94,33,4,2,45
"1284",2009-07-07,52,43,113,31,0,2,45
"1285",2009-07-08,48,41,113,28,1,0,54
"1286",2009-07-09,60,34,112,21,0,0,47
"1287",2009-07-10,72,37,155,34,2,0,46
"1288",2009-07-11,60,71,101,38,2,3,62
"1289",2009-07-12,40,62,101,24,6,6,43
"1290",2009-07-13,59,38,125,28,0,2,51
"1291",2009-07-14,50,41,115,26,1,2,40
"1292",2009-07-15,66,51,110,27,1,2,37
"1293",2009-07-16,58,55,108,27,3,5,53
"1294",2009-07-17,71,65,127,42,3,2,45
"1295",2009-07-18,49,59,100,29,3,4,45
"1296",2009-07-19,36,91,96,24,2,2,50
"1297",2009-07-20,57,39,132,29,2,2,51
"1298",2009-07-21,56,43,106,33,1,4,63
"1299",2009-07-22,60,37,112,32,3,1,52
"1300",2009-07-23,65,40,118,26,2,4,61
"1301",2009-07-24,74,48,123,30,1,3,55
"1302",2009-07-25,43,76,125,17,2,4,46
"1303",2009-07-26,40,82,95,34,1,3,42
"1304",2009-07-27,69,43,113,28,0,1,47
"1305",2009-07-28,50,43,119,35,1,3,63
"1306",2009-07-29,68,36,105,33,2,2,69
"1307",2009-07-30,55,57,110,28,2,6,52
"1308",2009-07-31,64,62,118,40,1,3,60
"1309",2009-08-01,51,73,148,22,2,13,54
"1310",2009-08-02,35,77,86,33,4,4,50
"1311",2009-08-03,56,54,125,26,1,4,49
"1312",2009-08-04,73,61,110,19,1,1,58
"1313",2009-08-05,56,55,110,25,2,2,56
"1314",2009-08-06,60,46,122,22,1,5,50
"1315",2009-08-07,73,52,140,37,6,2,47
"1316",2009-08-08,43,72,96,34,3,2,56
"1317",2009-08-09,41,82,72,27,0,3,37
"1318",2009-08-10,62,49,124,47,0,5,41
"1319",2009-08-11,42,39,94,27,0,5,48
"1320",2009-08-12,50,50,106,37,1,5,58
"1321",2009-08-13,55,46,128,37,0,2,59
"1322",2009-08-14,78,51,137,30,0,3,62
"1323",2009-08-15,62,93,138,26,2,5,61
"1324",2009-08-16,38,70,81,29,0,2,46
"1325",2009-08-17,70,39,121,38,2,1,51
"1326",2009-08-18,53,53,104,34,1,5,62
"1327",2009-08-19,54,44,106,28,2,1,47
"1328",2009-08-20,75,57,127,19,1,5,68
"1329",2009-08-21,80,35,106,33,1,5,70
"1330",2009-08-22,43,57,129,22,2,2,58
"1331",2009-08-23,44,54,95,23,3,7,55
"1332",2009-08-24,84,39,103,28,2,3,43
"1333",2009-08-25,61,49,107,42,0,2,49
"1334",2009-08-26,70,39,103,26,0,5,46
"1335",2009-08-27,71,41,113,28,1,3,69
"1336",2009-08-28,68,42,129,47,1,4,50
"1337",2009-08-29,49,48,120,35,0,2,59
"1338",2009-08-30,46,64,100,35,1,5,57
"1339",2009-08-31,80,47,113,32,3,4,58
"1340",2009-09-01,63,48,160,38,2,15,68
"1341",2009-09-02,72,28,122,36,0,0,41
"1342",2009-09-03,74,31,101,26,1,2,49
"1343",2009-09-04,82,46,127,30,1,3,53
"1344",2009-09-05,47,79,121,24,3,6,64
"1345",2009-09-06,32,80,86,39,3,4,46
"1346",2009-09-07,33,61,101,25,2,6,46
"1347",2009-09-08,47,52,124,30,0,5,41
"1348",2009-09-09,56,40,140,26,1,2,38
"1349",2009-09-10,57,33,127,34,2,1,50
"1350",2009-09-11,87,25,114,39,1,3,51
"1351",2009-09-12,54,59,120,34,1,4,53
"1352",2009-09-13,38,61,93,32,1,2,52
"1353",2009-09-14,64,37,115,32,1,5,55
"1354",2009-09-15,65,50,119,27,1,4,64
"1355",2009-09-16,79,40,105,28,3,2,48
"1356",2009-09-17,82,39,128,35,0,2,54
"1357",2009-09-18,93,37,129,35,2,1,55
"1358",2009-09-19,59,65,108,32,1,1,45
"1359",2009-09-20,39,57,88,34,2,4,46
"1360",2009-09-21,55,53,123,40,2,3,64
"1361",2009-09-22,65,38,111,25,2,4,60
"1362",2009-09-23,67,40,115,26,1,2,80
"1363",2009-09-24,70,44,115,38,1,2,63
"1364",2009-09-25,81,51,131,24,0,3,68
"1365",2009-09-26,49,54,103,24,3,6,53
"1366",2009-09-27,42,44,73,32,3,3,47
"1367",2009-09-28,49,36,108,39,0,3,58
"1368",2009-09-29,64,45,110,32,0,0,57
"1369",2009-09-30,70,47,125,30,1,3,50
"1370",2009-10-01,73,41,137,24,0,12,46
"1371",2009-10-02,85,42,138,42,5,1,58
"1372",2009-10-03,55,54,108,27,1,2,48
"1373",2009-10-04,44,63,83,29,1,2,56
"1374",2009-10-05,69,45,107,35,1,5,51
"1375",2009-10-06,71,43,100,41,0,4,54
"1376",2009-10-07,57,44,104,30,2,2,61
"1377",2009-10-08,64,44,115,37,1,2,55
"1378",2009-10-09,76,49,132,37,3,4,58
"1379",2009-10-10,56,61,118,45,0,7,48
"1380",2009-10-11,32,53,83,39,1,3,47
"1381",2009-10-12,45,46,97,25,1,7,43
"1382",2009-10-13,61,40,115,20,0,1,65
"1383",2009-10-14,58,36,107,31,1,0,50
"1384",2009-10-15,59,25,121,34,0,2,48
"1385",2009-10-16,74,34,134,41,1,1,50
"1386",2009-10-17,54,48,105,37,2,2,49
"1387",2009-10-18,27,53,81,29,4,4,40
"1388",2009-10-19,59,25,115,38,3,0,57
"1389",2009-10-20,65,43,118,28,4,6,56
"1390",2009-10-21,80,38,95,28,0,5,57
"1391",2009-10-22,57,58,144,42,0,0,63
"1392",2009-10-23,90,48,129,42,1,5,62
"1393",2009-10-24,48,64,98,40,1,7,70
"1394",2009-10-25,44,66,97,37,1,2,53
"1395",2009-10-26,48,38,139,25,2,0,53
"1396",2009-10-27,54,33,107,37,2,6,61
"1397",2009-10-28,61,35,106,27,1,3,55
"1398",2009-10-29,75,39,124,37,0,3,66
"1399",2009-10-30,76,52,151,32,1,2,68
"1400",2009-10-31,58,73,130,39,0,6,57
"1401",2009-11-01,36,75,121,26,3,16,57
"1402",2009-11-02,71,48,127,26,0,2,63
"1403",2009-11-03,62,42,109,28,3,4,54
"1404",2009-11-04,59,42,122,25,1,3,51
"1405",2009-11-05,71,37,116,38,0,3,47
"1406",2009-11-06,59,32,113,36,0,4,76
"1407",2009-11-07,49,56,94,31,2,5,43
"1408",2009-11-08,44,62,104,30,0,4,45
"1409",2009-11-09,80,42,115,37,1,2,54
"1410",2009-11-10,55,42,112,36,0,5,66
"1411",2009-11-11,66,31,101,39,0,1,63
"1412",2009-11-12,50,21,102,27,0,2,62
"1413",2009-11-13,94,52,128,29,0,3,70
"1414",2009-11-14,48,54,109,32,3,3,48
"1415",2009-11-15,39,71,106,39,1,6,63
"1416",2009-11-16,85,41,123,33,4,0,75
"1417",2009-11-17,61,43,107,34,0,0,56
"1418",2009-11-18,70,34,133,38,2,1,56
"1419",2009-11-19,69,31,98,29,0,4,60
"1420",2009-11-20,82,40,148,36,0,4,64
"1421",2009-11-21,47,58,106,36,5,5,39
"1422",2009-11-22,32,62,99,27,0,2,40
"1423",2009-11-23,76,44,98,28,2,2,82
"1424",2009-11-24,70,44,118,29,1,4,61
"1425",2009-11-25,108,34,121,31,2,6,66
"1426",2009-11-26,56,41,64,18,3,2,31
"1427",2009-11-27,50,46,151,33,1,3,39
"1428",2009-11-28,38,57,114,26,1,5,57
"1429",2009-11-29,43,42,89,36,3,3,50
"1430",2009-11-30,61,42,112,27,0,1,56
"1431",2009-12-01,80,43,142,27,2,8,68
"1432",2009-12-02,74,53,108,18,0,2,54
"1433",2009-12-03,73,31,107,25,0,2,75
"1434",2009-12-04,79,35,136,25,1,1,69
"1435",2009-12-05,36,59,102,30,0,4,41
"1436",2009-12-06,38,51,97,32,2,7,45
"1437",2009-12-07,70,32,120,33,4,3,62
"1438",2009-12-08,79,36,121,32,0,1,63
"1439",2009-12-09,63,34,128,26,0,3,63
"1440",2009-12-10,85,32,123,28,0,1,45
"1441",2009-12-11,70,46,137,30,1,3,63
"1442",2009-12-12,53,34,104,26,4,2,41
"1443",2009-12-13,23,36,101,28,1,3,38
"1444",2009-12-14,77,36,131,31,0,4,71
"1445",2009-12-15,73,34,141,31,1,4,65
"1446",2009-12-16,92,31,131,24,0,6,59
"1447",2009-12-17,65,35,113,33,5,2,54
"1448",2009-12-18,90,44,116,32,2,3,45
"1449",2009-12-19,45,29,102,32,2,1,43
"1450",2009-12-20,30,44,82,20,1,4,40
"1451",2009-12-21,77,39,104,20,0,1,44
"1452",2009-12-22,67,28,136,31,0,3,74
"1453",2009-12-23,84,39,104,27,1,2,57
"1454",2009-12-24,76,37,113,28,3,1,51
"1455",2009-12-25,38,53,49,18,3,1,34
"1456",2009-12-26,34,31,68,36,2,1,40
"1457",2009-12-27,37,58,89,26,0,4,48
"1458",2009-12-28,71,25,94,32,1,3,68
"1459",2009-12-29,53,31,106,27,4,3,63
"1460",2009-12-30,49,33,130,36,0,6,65
"1461",2009-12-31,74,39,122,30,3,0,63
"1462",2010-01-01,44,103,126,31,3,43,61
"1463",2010-01-02,46,24,94,26,2,6,44
"1464",2010-01-03,24,25,62,26,0,3,44
"1465",2010-01-04,59,36,101,37,0,2,47
"1466",2010-01-05,55,25,92,16,1,6,57
"1467",2010-01-06,77,36,107,22,0,1,62
"1468",2010-01-07,62,40,124,26,0,3,74
"1469",2010-01-08,76,32,98,25,1,2,58
"1470",2010-01-09,34,45,80,27,1,3,51
"1471",2010-01-10,33,53,84,29,0,6,55
"1472",2010-01-11,58,29,72,27,1,0,57
"1473",2010-01-12,57,33,97,17,1,6,60
"1474",2010-01-13,61,39,92,26,0,0,56
"1475",2010-01-14,63,30,108,30,3,0,49
"1476",2010-01-15,73,47,133,35,0,10,85
"1477",2010-01-16,41,53,74,27,1,2,60
"1478",2010-01-17,46,47,87,29,1,4,43
"1479",2010-01-18,57,38,97,36,1,3,50
"1480",2010-01-19,55,39,106,22,1,0,65
"1481",2010-01-20,74,37,83,27,0,4,67
"1482",2010-01-21,57,43,102,24,1,1,54
"1483",2010-01-22,78,36,116,29,3,1,64
"1484",2010-01-23,51,54,110,22,2,5,66
"1485",2010-01-24,40,60,83,26,2,1,55
"1486",2010-01-25,63,37,94,32,2,2,63
"1487",2010-01-26,57,40,74,21,1,5,41
"1488",2010-01-27,50,39,99,34,1,3,50
"1489",2010-01-28,43,23,91,28,0,1,52
"1490",2010-01-29,71,47,104,32,0,7,53
"1491",2010-01-30,26,39,69,36,8,5,37
"1492",2010-01-31,29,47,65,28,0,1,36
"1493",2010-02-01,58,36,127,24,1,11,40
"1494",2010-02-02,50,19,95,32,0,2,59
"1495",2010-02-03,53,54,90,19,1,1,55
"1496",2010-02-04,38,34,111,29,1,1,47
"1497",2010-02-05,65,38,101,23,2,4,49
"1498",2010-02-06,30,49,80,21,2,0,36
"1499",2010-02-07,35,36,83,26,0,2,41
"1500",2010-02-08,50,37,69,18,0,3,47
"1501",2010-02-09,46,44,85,28,1,2,43
"1502",2010-02-10,24,26,68,15,0,2,33
"1503",2010-02-11,40,30,80,15,0,2,41
"1504",2010-02-12,74,35,106,22,0,3,54
"1505",2010-02-13,30,36,84,30,0,3,37
"1506",2010-02-14,29,50,70,17,2,3,39
"1507",2010-02-15,34,33,73,24,0,5,37
"1508",2010-02-16,32,30,78,18,2,0,42
"1509",2010-02-17,47,32,86,18,1,3,34
"1510",2010-02-18,58,39,87,19,1,2,31
"1511",2010-02-19,51,52,98,19,1,2,48
"1512",2010-02-20,41,78,90,23,3,3,39
"1513",2010-02-21,21,58,64,26,2,3,43
"1514",2010-02-22,57,30,90,26,6,1,35
"1515",2010-02-23,67,25,102,33,2,2,44
"1516",2010-02-24,67,32,86,20,0,2,37
"1517",2010-02-25,46,32,86,27,0,1,36
"1518",2010-02-26,32,37,69,14,0,5,30
"1519",2010-02-27,41,54,80,14,1,6,40
"1520",2010-02-28,36,35,64,29,3,5,30
"1521",2010-03-01,48,42,116,21,2,12,51
"1522",2010-03-02,31,42,94,22,0,1,34
"1523",2010-03-03,57,45,109,28,0,3,49
"1524",2010-03-04,50,42,82,26,1,1,59
"1525",2010-03-05,69,53,106,25,1,1,55
"1526",2010-03-06,28,55,83,23,1,5,40
"1527",2010-03-07,28,62,69,23,0,5,38
"1528",2010-03-08,59,48,102,25,2,2,46
"1529",2010-03-09,46,43,74,28,1,1,41
"1530",2010-03-10,50,58,96,28,3,2,67
"1531",2010-03-11,50,43,80,24,1,3,46
"1532",2010-03-12,66,34,100,29,1,2,45
"1533",2010-03-13,36,43,64,24,3,4,32
"1534",2010-03-14,32,41,67,27,0,2,43
"1535",2010-03-15,47,34,123,25,1,4,55
"1536",2010-03-16,36,58,85,33,0,2,51
"1537",2010-03-17,54,48,98,22,3,0,56
"1538",2010-03-18,55,54,106,22,2,5,40
"1539",2010-03-19,63,46,121,38,2,4,56
"1540",2010-03-20,37,60,101,36,3,2,37
"1541",2010-03-21,21,66,85,19,1,4,43
"1542",2010-03-22,50,37,98,30,0,2,42
"1543",2010-03-23,45,25,103,32,3,3,62
"1544",2010-03-24,53,41,90,23,1,3,60
"1545",2010-03-25,40,45,99,20,3,3,70
"1546",2010-03-26,57,30,117,33,1,2,57
"1547",2010-03-27,37,56,84,22,3,2,37
"1548",2010-03-28,31,61,97,24,4,3,41
"1549",2010-03-29,46,22,85,34,0,7,53
"1550",2010-03-30,35,26,81,25,1,2,44
"1551",2010-03-31,37,37,113,22,0,3,51
"1552",2010-04-01,40,48,122,44,2,13,43
"1553",2010-04-02,48,35,92,27,2,6,50
"1554",2010-04-03,41,66,75,28,1,3,47
"1555",2010-04-04,23,56,84,19,2,3,40
"1556",2010-04-05,42,56,81,34,1,1,45
"1557",2010-04-06,45,43,91,26,0,7,44
"1558",2010-04-07,49,39,105,24,0,0,48
"1559",2010-04-08,52,48,121,22,1,4,53
"1560",2010-04-09,59,54,101,32,2,0,35
"1561",2010-04-10,44,51,103,27,1,3,32
"1562",2010-04-11,37,56,84,26,0,4,43
"1563",2010-04-12,44,61,95,28,2,2,41
"1564",2010-04-13,46,39,101,43,2,1,59
"1565",2010-04-14,43,34,107,27,1,5,43
"1566",2010-04-15,50,48,111,23,2,5,51
"1567",2010-04-16,64,55,110,30,2,1,36
"1568",2010-04-17,33,44,84,33,2,8,44
"1569",2010-04-18,29,59,83,26,2,3,44
"1570",2010-04-19,41,46,116,40,0,1,60
"1571",2010-04-20,33,42,117,21,0,3,48
"1572",2010-04-21,36,45,96,33,2,0,51
"1573",2010-04-22,49,52,109,33,0,2,56
"1574",2010-04-23,58,41,118,44,0,7,49
"1575",2010-04-24,34,51,68,24,1,2,50
"1576",2010-04-25,32,41,61,31,0,5,44
"1577",2010-04-26,43,39,92,38,2,3,42
"1578",2010-04-27,35,43,90,18,0,0,58
"1579",2010-04-28,55,32,104,28,3,2,58
"1580",2010-04-29,49,33,116,27,0,1,49
"1581",2010-04-30,51,43,114,36,0,4,54
"1582",2010-05-01,38,65,125,27,0,23,36
"1583",2010-05-02,29,73,76,22,1,3,55
"1584",2010-05-03,68,49,100,37,1,7,47
"1585",2010-05-04,41,38,100,30,0,3,65
"1586",2010-05-05,76,47,108,26,3,1,62
"1587",2010-05-06,54,53,111,26,1,2,55
"1588",2010-05-07,65,49,120,23,0,3,51
"1589",2010-05-08,39,72,106,26,0,0,46
"1590",2010-05-09,25,48,77,14,2,6,31
"1591",2010-05-10,59,38,115,28,1,4,56
"1592",2010-05-11,47,46,95,19,0,4,45
"1593",2010-05-12,65,32,110,38,0,3,56
"1594",2010-05-13,56,27,95,27,1,1,55
"1595",2010-05-14,64,52,117,40,0,3,45
"1596",2010-05-15,34,62,99,27,3,2,49
"1597",2010-05-16,28,57,72,24,5,5,41
"1598",2010-05-17,55,48,104,32,2,4,56
"1599",2010-05-18,46,34,72,39,0,0,54
"1600",2010-05-19,58,39,99,20,2,3,47
"1601",2010-05-20,62,52,116,38,2,4,69
"1602",2010-05-21,67,66,109,35,0,1,58
"1603",2010-05-22,51,60,93,21,2,6,46
"1604",2010-05-23,31,69,69,28,3,4,56
"1605",2010-05-24,67,34,96,38,1,3,63
"1606",2010-05-25,68,47,89,32,2,2,57
"1607",2010-05-26,56,48,119,32,1,2,58
"1608",2010-05-27,64,44,113,28,1,2,58
"1609",2010-05-28,63,58,122,37,1,5,63
"1610",2010-05-29,49,45,98,36,0,3,46
"1611",2010-05-30,31,70,75,21,0,3,46
"1612",2010-05-31,45,79,83,27,1,0,50
"1613",2010-06-01,57,48,137,25,3,24,46
"1614",2010-06-02,49,51,95,20,1,4,48
"1615",2010-06-03,54,42,109,25,0,1,60
"1616",2010-06-04,54,63,130,45,2,5,54
"1617",2010-06-05,29,63,99,28,3,5,38
"1618",2010-06-06,26,65,90,28,3,7,43
"1619",2010-06-07,56,50,106,28,0,4,56
"1620",2010-06-08,53,49,99,27,1,3,63
"1621",2010-06-09,48,27,101,33,2,5,37
"1622",2010-06-10,40,41,114,25,0,2,23
"1623",2010-06-11,46,42,120,39,0,4,49
"1624",2010-06-12,32,66,102,35,2,2,36
"1625",2010-06-13,31,58,87,34,2,5,47
"1626",2010-06-14,52,48,102,34,1,4,71
"1627",2010-06-15,44,40,123,29,1,4,46
"1628",2010-06-16,35,39,110,27,2,1,45
"1629",2010-06-17,63,39,117,26,1,3,50
"1630",2010-06-18,73,46,129,22,0,6,60
"1631",2010-06-19,36,78,120,20,2,1,48
"1632",2010-06-20,53,70,80,41,5,4,35
"1633",2010-06-21,57,48,110,35,2,1,55
"1634",2010-06-22,48,37,111,31,4,5,67
"1635",2010-06-23,61,48,113,32,1,4,47
"1636",2010-06-24,66,51,105,34,0,2,65
"1637",2010-06-25,63,55,136,25,1,4,59
"1638",2010-06-26,53,85,102,30,4,6,47
"1639",2010-06-27,44,90,119,25,1,1,45
"1640",2010-06-28,72,51,120,24,1,4,57
"1641",2010-06-29,47,44,109,28,2,3,65
"1642",2010-06-30,59,48,124,34,3,3,59
"1643",2010-07-01,59,42,170,28,1,12,58
"1644",2010-07-02,58,44,111,31,3,3,53
"1645",2010-07-03,51,76,91,31,2,1,54
"1646",2010-07-04,51,60,85,28,6,4,47
"1647",2010-07-05,34,80,82,22,3,4,56
"1648",2010-07-06,61,54,94,28,1,3,44
"1649",2010-07-07,48,40,101,39,1,5,35
"1650",2010-07-08,54,49,107,28,2,2,53
"1651",2010-07-09,54,39,115,34,6,4,69
"1652",2010-07-10,49,75,103,33,0,6,64
"1653",2010-07-11,46,59,87,31,4,1,41
"1654",2010-07-12,51,36,103,30,1,10,67
"1655",2010-07-13,60,46,105,30,2,1,54
"1656",2010-07-14,53,34,104,37,2,3,54
"1657",2010-07-15,51,51,113,28,2,3,73
"1658",2010-07-16,63,59,113,32,0,5,58
"1659",2010-07-17,39,79,108,39,2,4,53
"1660",2010-07-18,28,70,99,28,3,3,51
"1661",2010-07-19,56,55,110,29,5,4,67
"1662",2010-07-20,43,56,105,23,1,4,48
"1663",2010-07-21,61,42,102,37,3,0,54
"1664",2010-07-22,59,49,127,34,5,6,56
"1665",2010-07-23,77,40,116,39,3,3,68
"1666",2010-07-24,42,60,113,28,4,6,63
"1667",2010-07-25,35,62,73,29,3,4,64
"1668",2010-07-26,61,50,135,42,2,2,57
"1669",2010-07-27,77,52,109,34,2,6,56
"1670",2010-07-28,55,49,125,23,2,13,66
"1671",2010-07-29,58,65,99,33,2,5,68
"1672",2010-07-30,56,44,115,47,2,1,45
"1673",2010-07-31,42,61,118,26,5,9,61
"1674",2010-08-01,34,75,126,23,2,10,47
"1675",2010-08-02,55,58,113,37,1,4,44
"1676",2010-08-03,43,42,98,25,1,3,44
"1677",2010-08-04,59,50,95,23,0,2,58
"1678",2010-08-05,53,51,97,28,2,5,40
"1679",2010-08-06,71,50,130,33,2,2,57
"1680",2010-08-07,39,73,100,19,4,3,56
"1681",2010-08-08,41,63,83,35,2,3,46
"1682",2010-08-09,63,49,100,25,2,5,47
"1683",2010-08-10,61,53,104,37,0,3,54
"1684",2010-08-11,58,37,109,26,0,4,51
"1685",2010-08-12,50,35,111,27,1,2,52
"1686",2010-08-13,60,44,131,36,4,1,65
"1687",2010-08-14,47,74,115,28,2,5,60
"1688",2010-08-15,53,58,91,16,0,5,53
"1689",2010-08-16,73,44,111,30,1,4,48
"1690",2010-08-17,61,44,113,29,2,8,46
"1691",2010-08-18,59,31,120,36,1,6,63
"1692",2010-08-19,59,27,112,24,4,5,65
"1693",2010-08-20,69,44,117,33,0,1,58
"1694",2010-08-21,41,65,89,23,1,2,68
"1695",2010-08-22,35,65,76,25,1,5,43
"1696",2010-08-23,72,37,115,25,1,4,59
"1697",2010-08-24,68,31,109,35,0,1,55
"1698",2010-08-25,60,45,102,24,1,2,74
"1699",2010-08-26,74,35,130,33,1,3,58
"1700",2010-08-27,50,44,119,31,1,3,58
"1701",2010-08-28,54,63,82,25,1,3,67
"1702",2010-08-29,38,77,90,26,3,8,49
"1703",2010-08-30,63,51,120,34,2,0,66
"1704",2010-08-31,46,39,100,39,1,4,61
