"","Date","BURGLARY","FELONY ASSAULT","GRAND LARCENY","GRAND LARCENY OF MOTOR VEHICLE","MURDER & NON-NEGL. MANSLAUGHTE","RAPE","ROBBERY"
"2817",2013-09-17,44,35,128,20,2,7,35
"2818",2013-09-18,46,32,149,26,1,3,60
"2819",2013-09-19,71,49,152,37,1,1,56
"2820",2013-09-20,69,75,166,29,1,6,62
"2821",2013-09-21,31,78,123,31,1,3,70
"2822",2013-09-22,42,70,118,27,0,6,59
"2823",2013-09-23,56,63,144,31,0,4,62
"2824",2013-09-24,53,40,130,24,0,2,63
"2825",2013-09-25,40,45,143,25,1,1,60
"2826",2013-09-26,49,43,128,27,0,3,63
"2827",2013-09-27,59,55,156,29,1,4,67
"2828",2013-09-28,51,68,136,20,0,2,62
"2829",2013-09-29,35,59,106,17,1,4,64
"2830",2013-09-30,54,57,149,25,0,3,67
"2831",2013-10-01,50,60,183,26,1,13,63
"2832",2013-10-02,56,56,134,19,2,3,55
"2833",2013-10-03,53,60,135,21,4,4,69
"2834",2013-10-04,69,80,144,19,1,4,67
"2835",2013-10-05,44,93,143,23,3,2,50
"2836",2013-10-06,44,72,112,22,2,6,59
"2837",2013-10-07,54,44,141,26,0,4,49
"2838",2013-10-08,41,42,138,13,0,2,56
"2839",2013-10-09,48,42,134,28,0,2,60
"2840",2013-10-10,50,50,123,22,0,7,73
"2841",2013-10-11,70,63,140,22,0,4,58
"2842",2013-10-12,30,86,113,23,0,3,66
"2843",2013-10-13,36,69,103,19,0,5,61
"2844",2013-10-14,42,44,124,18,1,3,60
"2845",2013-10-15,47,44,152,28,1,3,59
"2846",2013-10-16,58,33,116,22,0,1,71
"2847",2013-10-17,51,49,121,20,1,6,66
"2848",2013-10-18,69,58,151,31,3,1,68
"2849",2013-10-19,47,71,140,20,2,3,67
"2850",2013-10-20,35,65,123,28,1,4,61
"2851",2013-10-21,65,50,144,20,0,7,53
"2852",2013-10-22,47,40,127,21,0,3,50
"2853",2013-10-23,61,49,147,20,1,1,65
"2854",2013-10-24,61,35,137,24,0,2,37
"2855",2013-10-25,66,34,167,23,1,4,66
"2856",2013-10-26,49,55,140,25,5,4,40
"2857",2013-10-27,30,65,94,26,2,5,65
"2858",2013-10-28,51,56,122,24,0,3,66
"2859",2013-10-29,56,42,131,21,2,1,61
"2860",2013-10-30,48,54,132,20,1,2,56
"2861",2013-10-31,63,72,151,28,3,3,75
"2862",2013-11-01,55,81,177,25,0,5,72
"2863",2013-11-02,40,91,137,20,1,5,53
"2864",2013-11-03,28,57,90,12,1,3,67
"2865",2013-11-04,49,36,122,27,0,3,51
"2866",2013-11-05,48,44,112,17,1,3,57
"2867",2013-11-06,61,47,111,24,0,3,39
"2868",2013-11-07,47,35,122,21,0,5,60
"2869",2013-11-08,55,43,153,25,2,4,57
"2870",2013-11-09,35,66,137,17,0,3,47
"2871",2013-11-10,31,69,125,15,1,5,60
"2872",2013-11-11,36,43,116,24,3,3,63
"2873",2013-11-12,54,54,122,12,0,2,57
"2874",2013-11-13,47,48,120,17,0,2,39
"2875",2013-11-14,45,58,143,20,1,3,46
"2876",2013-11-15,60,56,166,23,2,1,69
"2877",2013-11-16,32,63,116,26,0,2,76
"2878",2013-11-17,40,67,113,20,1,4,59
"2879",2013-11-18,61,42,168,15,0,1,58
"2880",2013-11-19,45,51,105,16,1,1,57
"2881",2013-11-20,55,53,147,17,0,2,46
"2882",2013-11-21,61,34,108,24,0,1,46
"2883",2013-11-22,67,60,140,26,5,3,74
"2884",2013-11-23,31,62,147,19,0,3,61
"2885",2013-11-24,37,52,82,20,1,1,39
"2886",2013-11-25,44,43,141,26,0,1,57
"2887",2013-11-26,54,59,118,27,1,4,59
"2888",2013-11-27,71,50,144,17,1,1,61
"2889",2013-11-28,51,73,68,18,0,3,32
"2890",2013-11-29,37,63,127,15,1,1,45
"2891",2013-11-30,42,57,134,29,0,3,51
"2892",2013-12-01,35,64,155,25,2,4,68
"2893",2013-12-02,59,44,162,11,2,2,56
"2894",2013-12-03,57,49,121,10,1,1,59
"2895",2013-12-04,57,53,146,17,2,3,50
"2896",2013-12-05,62,47,161,16,0,8,56
"2897",2013-12-06,78,54,144,27,1,2,45
"2898",2013-12-07,35,55,134,30,1,3,48
"2899",2013-12-08,40,55,104,28,0,2,43
"2900",2013-12-09,55,36,143,21,0,2,66
"2901",2013-12-10,64,39,158,13,0,6,52
"2902",2013-12-11,52,46,159,23,0,2,63
"2903",2013-12-12,46,46,133,18,1,2,43
"2904",2013-12-13,70,51,173,22,1,6,62
"2905",2013-12-14,39,60,136,17,0,5,47
"2906",2013-12-15,30,51,113,22,0,2,54
"2907",2013-12-16,63,46,144,22,0,3,49
"2908",2013-12-17,55,55,126,18,0,3,38
"2909",2013-12-18,55,51,158,24,1,2,47
"2910",2013-12-19,51,50,156,20,0,4,63
"2911",2013-12-20,81,57,154,28,2,5,59
"2912",2013-12-21,43,68,155,21,2,4,71
"2913",2013-12-22,50,79,121,28,3,3,63
"2914",2013-12-23,66,67,131,25,1,0,51
"2915",2013-12-24,74,57,124,15,1,2,48
"2916",2013-12-25,32,59,63,10,0,2,43
"2917",2013-12-26,42,49,97,18,1,2,42
"2918",2013-12-27,52,51,130,32,0,4,52
"2919",2013-12-28,46,60,128,20,0,3,54
"2920",2013-12-29,26,72,113,15,0,2,44
"2921",2013-12-30,60,50,128,25,0,2,61
"2922",2013-12-31,49,40,124,18,0,0,51
"2923",2014-01-01,44,129,163,15,2,21,49
"2924",2014-01-02,59,47,94,14,1,2,45
"2925",2014-01-03,24,41,90,17,1,5,33
"2926",2014-01-04,39,41,74,16,2,3,29
"2927",2014-01-05,36,39,87,11,2,3,33
"2928",2014-01-06,61,39,128,17,0,1,56
"2929",2014-01-07,42,36,91,12,1,1,53
"2930",2014-01-08,57,47,129,27,3,2,29
"2931",2014-01-09,40,48,128,22,0,5,68
"2932",2014-01-10,60,54,141,20,2,2,63
"2933",2014-01-11,44,58,127,29,1,2,57
"2934",2014-01-12,38,55,111,14,0,2,49
"2935",2014-01-13,58,56,120,20,0,2,62
"2936",2014-01-14,48,64,126,28,1,0,55
"2937",2014-01-15,54,59,120,26,0,5,49
"2938",2014-01-16,56,42,127,21,1,0,63
"2939",2014-01-17,70,57,130,21,0,4,62
"2940",2014-01-18,51,49,104,37,3,4,47
"2941",2014-01-19,40,65,93,20,3,4,48
"2942",2014-01-20,33,44,105,22,0,3,47
"2943",2014-01-21,41,32,93,19,2,0,52
"2944",2014-01-22,37,42,73,20,0,2,35
"2945",2014-01-23,49,34,99,12,1,3,38
"2946",2014-01-24,62,42,112,16,1,3,39
"2947",2014-01-25,36,54,113,23,0,2,43
"2948",2014-01-26,33,49,83,14,1,3,44
"2949",2014-01-27,55,35,111,14,0,4,56
"2950",2014-01-28,47,48,103,25,0,1,44
"2951",2014-01-29,55,65,103,12,4,1,34
"2952",2014-01-30,48,52,124,17,0,4,47
"2953",2014-01-31,72,60,132,20,1,1,55
"2954",2014-02-01,48,68,145,27,0,6,56
"2955",2014-02-02,31,55,96,26,0,3,57
"2956",2014-02-03,39,42,88,15,2,0,49
"2957",2014-02-04,42,42,103,15,2,2,52
"2958",2014-02-05,39,50,103,7,2,0,29
"2959",2014-02-06,43,42,87,14,1,3,48
"2960",2014-02-07,74,55,130,17,0,2,40
"2961",2014-02-08,32,53,109,18,0,1,46
"2962",2014-02-09,43,52,77,14,0,3,49
"2963",2014-02-10,48,39,126,18,0,1,43
"2964",2014-02-11,45,45,106,17,0,0,53
"2965",2014-02-12,39,49,111,15,1,6,45
"2966",2014-02-13,20,39,78,13,0,2,32
"2967",2014-02-14,54,36,130,16,0,4,43
"2968",2014-02-15,35,73,95,16,0,6,60
"2969",2014-02-16,24,77,93,6,0,4,47
"2970",2014-02-17,38,46,106,15,0,3,34
"2971",2014-02-18,35,32,116,19,0,6,38
"2972",2014-02-19,46,41,86,16,0,3,48
"2973",2014-02-20,52,44,106,15,0,2,39
"2974",2014-02-21,65,45,91,18,1,3,54
"2975",2014-02-22,43,87,110,24,0,1,39
"2976",2014-02-23,36,54,86,11,2,2,44
"2977",2014-02-24,51,52,107,24,0,2,51
"2978",2014-02-25,43,45,118,20,0,2,38
"2979",2014-02-26,32,41,108,20,0,1,33
"2980",2014-02-27,43,41,84,16,0,1,29
"2981",2014-02-28,56,42,133,21,1,2,29
"2982",2014-03-01,35,53,147,24,0,8,41
"2983",2014-03-02,31,53,90,16,1,3,38
"2984",2014-03-03,44,45,104,17,2,1,24
"2985",2014-03-04,35,38,96,15,0,1,32
"2986",2014-03-05,38,40,109,15,0,2,40
"2987",2014-03-06,55,45,122,11,0,2,42
"2988",2014-03-07,57,51,120,23,0,1,41
"2989",2014-03-08,24,71,107,27,0,9,50
"2990",2014-03-09,27,63,85,18,1,2,31
"2991",2014-03-10,44,48,127,18,0,2,41
"2992",2014-03-11,38,53,98,13,2,1,29
"2993",2014-03-12,38,59,132,16,0,3,26
"2994",2014-03-13,51,27,109,21,2,3,20
"2995",2014-03-14,57,55,98,16,1,2,43
"2996",2014-03-15,44,59,128,15,1,2,54
"2997",2014-03-16,39,59,81,9,1,4,35
"2998",2014-03-17,42,46,109,21,1,4,36
"2999",2014-03-18,36,51,112,11,1,3,40
"3000",2014-03-19,48,39,120,30,0,3,30
"3001",2014-03-20,40,51,136,14,2,3,48
"3002",2014-03-21,54,63,122,17,0,1,46
"3003",2014-03-22,39,91,96,19,0,3,35
"3004",2014-03-23,26,79,72,16,1,1,55
"3005",2014-03-24,43,45,115,18,1,1,39
"3006",2014-03-25,41,49,113,17,0,4,35
"3007",2014-03-26,38,46,102,11,0,4,40
"3008",2014-03-27,37,54,116,18,3,1,46
"3009",2014-03-28,62,58,112,17,1,2,57
"3010",2014-03-29,28,44,98,14,2,4,39
"3011",2014-03-30,27,54,73,13,2,5,30
"3012",2014-03-31,34,41,109,16,0,3,39
"3013",2014-04-01,54,52,154,14,1,12,36
"3014",2014-04-02,54,49,117,19,1,2,35
"3015",2014-04-03,45,48,111,12,0,3,38
"3016",2014-04-04,65,36,123,24,0,2,46
"3017",2014-04-05,33,64,116,16,0,5,42
"3018",2014-04-06,22,64,94,18,5,5,35
"3019",2014-04-07,47,45,109,12,0,4,44
"3020",2014-04-08,48,60,113,18,0,1,40
"3021",2014-04-09,36,52,97,16,0,2,37
"3022",2014-04-10,39,57,116,25,0,5,40
"3023",2014-04-11,50,62,114,23,0,3,39
"3024",2014-04-12,38,85,130,18,2,6,44
"3025",2014-04-13,25,65,98,28,0,6,38
"3026",2014-04-14,37,57,127,20,1,1,42
"3027",2014-04-15,27,38,122,19,2,1,33
"3028",2014-04-16,40,41,107,24,0,1,32
"3029",2014-04-17,43,38,110,27,1,4,25
"3030",2014-04-18,58,33,113,17,0,2,51
"3031",2014-04-19,36,50,102,21,2,0,35
"3032",2014-04-20,28,70,91,17,1,5,51
"3033",2014-04-21,40,52,127,13,0,2,38
"3034",2014-04-22,38,48,118,24,0,2,37
"3035",2014-04-23,39,53,116,25,1,2,31
"3036",2014-04-24,42,52,105,17,0,3,40
"3037",2014-04-25,58,64,133,30,0,6,30
"3038",2014-04-26,31,72,92,22,3,4,44
"3039",2014-04-27,30,68,87,17,0,1,42
"3040",2014-04-28,41,44,129,24,0,2,44
"3041",2014-04-29,48,34,98,17,0,0,31
"3042",2014-04-30,47,40,115,23,0,0,35
"3043",2014-05-01,42,45,160,22,1,8,47
"3044",2014-05-02,52,52,144,29,1,2,43
"3045",2014-05-03,36,81,104,21,0,2,28
"3046",2014-05-04,29,70,89,24,0,4,42
"3047",2014-05-05,30,46,151,19,1,2,50
"3048",2014-05-06,49,59,122,20,0,2,42
"3049",2014-05-07,31,59,116,18,0,1,39
"3050",2014-05-08,52,53,116,20,1,1,27
"3051",2014-05-09,48,53,144,22,3,3,47
"3052",2014-05-10,32,71,128,28,1,9,62
"3053",2014-05-11,30,86,78,10,2,4,41
"3054",2014-05-12,40,65,126,27,0,3,50
"3055",2014-05-13,49,51,111,18,0,3,44
"3056",2014-05-14,43,51,126,18,0,2,46
"3057",2014-05-15,47,53,117,18,0,2,28
"3058",2014-05-16,70,62,125,23,0,5,49
"3059",2014-05-17,36,54,117,23,1,6,53
"3060",2014-05-18,27,79,97,19,1,2,43
"3061",2014-05-19,34,55,116,32,0,4,47
"3062",2014-05-20,42,45,127,23,1,1,41
"3063",2014-05-21,57,68,142,16,1,2,58
"3064",2014-05-22,48,34,119,23,0,3,44
"3065",2014-05-23,80,50,126,26,1,1,42
"3066",2014-05-24,58,63,100,24,0,1,40
"3067",2014-05-25,40,91,84,20,2,7,49
"3068",2014-05-26,35,82,114,16,1,3,59
"3069",2014-05-27,45,64,129,17,1,2,49
"3070",2014-05-28,49,36,132,21,0,2,47
"3071",2014-05-29,47,52,116,17,1,2,41
"3072",2014-05-30,66,66,124,17,1,2,48
"3073",2014-05-31,40,68,110,19,0,3,48
"3074",2014-06-01,32,64,174,25,2,11,34
"3075",2014-06-02,45,66,144,25,2,5,54
"3076",2014-06-03,42,58,139,28,0,3,37
"3077",2014-06-04,53,55,109,22,1,5,39
"3078",2014-06-05,42,47,110,15,0,5,39
"3079",2014-06-06,58,71,136,24,2,1,39
"3080",2014-06-07,33,82,113,13,1,4,48
"3081",2014-06-08,23,93,102,24,2,8,47
"3082",2014-06-09,40,63,144,20,0,2,47
"3083",2014-06-10,39,55,134,22,0,7,49
"3084",2014-06-11,50,59,148,23,0,2,30
"3085",2014-06-12,52,54,134,21,0,5,51
"3086",2014-06-13,58,49,126,23,1,4,38
"3087",2014-06-14,37,76,148,18,1,4,35
"3088",2014-06-15,19,78,116,19,0,3,62
"3089",2014-06-16,48,79,132,16,2,4,52
"3090",2014-06-17,46,64,137,21,1,0,57
"3091",2014-06-18,48,49,136,26,4,6,34
"3092",2014-06-19,43,59,128,30,2,2,33
"3093",2014-06-20,58,50,155,17,1,3,52
"3094",2014-06-21,36,62,127,21,2,3,46
"3095",2014-06-22,36,77,97,17,2,6,37
"3096",2014-06-23,58,53,137,18,1,4,38
"3097",2014-06-24,31,56,127,19,0,4,43
"3098",2014-06-25,50,58,137,14,0,5,45
"3099",2014-06-26,50,60,142,24,1,4,41
"3100",2014-06-27,72,54,152,29,1,3,27
"3101",2014-06-28,42,88,129,16,1,2,47
"3102",2014-06-29,40,92,123,14,4,1,44
"3103",2014-06-30,61,54,133,14,1,0,45
"3104",2014-07-01,52,58,178,23,0,3,49
"3105",2014-07-02,46,67,131,19,0,4,45
"3106",2014-07-03,53,55,133,21,2,2,41
"3107",2014-07-04,57,66,97,19,0,4,51
"3108",2014-07-05,34,95,100,16,1,4,40
"3109",2014-07-06,39,92,124,27,7,3,52
"3110",2014-07-07,42,64,165,24,0,3,50
"3111",2014-07-08,52,50,136,24,2,2,39
"3112",2014-07-09,39,57,125,32,1,4,36
"3113",2014-07-10,57,47,135,28,1,2,48
"3114",2014-07-11,55,64,136,18,1,2,38
"3115",2014-07-12,57,69,125,20,0,3,47
"3116",2014-07-13,36,83,112,26,1,4,54
"3117",2014-07-14,59,63,145,20,1,5,61
"3118",2014-07-15,48,54,130,34,1,2,50
"3119",2014-07-16,50,40,128,13,0,3,46
"3120",2014-07-17,44,56,120,32,0,3,40
"3121",2014-07-18,63,62,136,31,1,1,35
"3122",2014-07-19,57,72,115,22,0,5,56
"3123",2014-07-20,38,85,112,29,0,10,50
"3124",2014-07-21,58,45,121,28,0,1,42
"3125",2014-07-22,46,49,135,26,2,4,61
"3126",2014-07-23,50,62,116,33,1,4,50
"3127",2014-07-24,54,57,127,24,0,1,43
"3128",2014-07-25,69,51,157,25,1,6,55
"3129",2014-07-26,56,54,112,39,1,5,35
"3130",2014-07-27,39,94,112,25,1,5,55
"3131",2014-07-28,60,61,135,25,1,5,43
"3132",2014-07-29,54,38,132,22,1,3,55
"3133",2014-07-30,52,61,135,20,1,5,39
"3134",2014-07-31,49,50,151,31,1,4,49
"3135",2014-08-01,53,62,193,22,0,13,46
"3136",2014-08-02,37,70,136,15,0,2,47
"3137",2014-08-03,43,61,122,21,1,4,38
"3138",2014-08-04,41,56,135,31,1,7,53
"3139",2014-08-05,58,49,111,17,1,2,58
"3140",2014-08-06,45,51,118,26,0,3,50
"3141",2014-08-07,49,53,132,25,0,6,39
"3142",2014-08-08,63,44,137,28,2,4,46
"3143",2014-08-09,45,72,120,26,2,4,41
"3144",2014-08-10,38,86,110,24,2,2,60
"3145",2014-08-11,42,62,136,24,1,3,42
"3146",2014-08-12,54,48,113,21,2,2,42
"3147",2014-08-13,45,45,119,28,1,5,38
"3148",2014-08-14,33,38,148,28,0,2,52
"3149",2014-08-15,70,57,157,39,0,4,46
"3150",2014-08-16,49,84,132,25,0,6,50
"3151",2014-08-17,42,86,111,24,2,8,51
"3152",2014-08-18,50,43,132,30,1,2,46
"3153",2014-08-19,46,45,125,26,2,3,46
"3154",2014-08-20,49,56,136,19,2,3,50
"3155",2014-08-21,44,60,122,33,1,5,52
"3156",2014-08-22,61,66,133,27,3,2,44
"3157",2014-08-23,37,88,113,34,0,3,61
"3158",2014-08-24,25,85,101,19,0,5,59
"3159",2014-08-25,53,47,121,27,0,1,40
"3160",2014-08-26,54,63,127,19,1,7,42
"3161",2014-08-27,51,62,132,23,0,3,45
"3162",2014-08-28,63,46,145,21,0,2,47
"3163",2014-08-29,77,40,153,28,2,2,62
"3164",2014-08-30,40,84,136,28,0,1,47
"3165",2014-08-31,43,68,114,27,4,8,53
"3166",2014-09-01,39,68,161,16,3,17,54
"3167",2014-09-02,59,49,142,23,1,3,41
"3168",2014-09-03,48,56,135,19,2,2,39
"3169",2014-09-04,43,47,138,30,0,1,54
"3170",2014-09-05,55,60,141,27,3,3,46
"3171",2014-09-06,40,62,126,26,3,9,49
"3172",2014-09-07,38,68,113,21,2,4,58
"3173",2014-09-08,59,57,127,21,1,1,48
"3174",2014-09-09,53,45,109,24,2,3,35
"3175",2014-09-10,46,43,137,22,0,6,38
"3176",2014-09-11,47,49,117,29,1,3,49
"3177",2014-09-12,49,55,129,24,0,2,48
"3178",2014-09-13,58,52,122,22,0,6,44
"3179",2014-09-14,37,85,97,19,0,2,39
"3180",2014-09-15,71,56,120,23,0,6,44
"3181",2014-09-16,55,42,135,20,0,2,43
"3182",2014-09-17,53,50,130,18,0,5,42
"3183",2014-09-18,52,53,117,22,0,2,47
"3184",2014-09-19,66,52,130,23,0,4,55
"3185",2014-09-20,38,68,157,27,1,4,60
"3186",2014-09-21,43,62,104,29,4,0,43
"3187",2014-09-22,61,41,122,17,1,4,45
"3188",2014-09-23,53,51,127,16,0,3,50
"3189",2014-09-24,54,51,119,17,0,2,55
"3190",2014-09-25,54,46,116,24,3,4,58
"3191",2014-09-26,57,55,143,19,2,3,44
"3192",2014-09-27,45,80,136,21,1,3,56
"3193",2014-09-28,32,77,100,24,1,3,40
"3194",2014-09-29,37,52,127,21,1,3,47
"3195",2014-09-30,64,53,143,18,0,1,40
"3196",2014-10-01,59,48,178,22,0,11,59
"3197",2014-10-02,58,45,138,22,2,4,48
"3198",2014-10-03,61,44,143,30,0,3,53
"3199",2014-10-04,31,83,113,26,0,5,50
"3200",2014-10-05,27,68,123,17,3,1,42
"3201",2014-10-06,48,42,136,14,1,4,43
"3202",2014-10-07,44,61,128,20,0,3,47
"3203",2014-10-08,45,46,107,27,2,4,41
"3204",2014-10-09,47,66,129,25,0,1,40
"3205",2014-10-10,66,56,154,21,2,3,50
"3206",2014-10-11,42,58,128,17,1,5,42
"3207",2014-10-12,37,71,127,23,1,3,42
"3208",2014-10-13,49,42,111,20,0,3,35
"3209",2014-10-14,64,60,154,28,0,4,56
"3210",2014-10-15,59,54,135,35,3,6,51
"3211",2014-10-16,59,41,116,28,1,6,59
"3212",2014-10-17,75,54,169,19,1,5,57
"3213",2014-10-18,38,85,119,19,3,7,47
"3214",2014-10-19,36,72,108,20,1,4,49
"3215",2014-10-20,61,41,156,29,0,3,44
"3216",2014-10-21,56,50,144,17,1,3,42
"3217",2014-10-22,61,49,117,26,1,2,46
"3218",2014-10-23,45,48,112,18,3,0,44
"3219",2014-10-24,54,66,148,24,4,5,50
"3220",2014-10-25,36,67,137,27,0,5,59
"3221",2014-10-26,28,62,112,19,1,1,62
"3222",2014-10-27,45,60,137,23,1,6,55
"3223",2014-10-28,54,43,117,22,0,5,53
"3224",2014-10-29,69,53,127,14,0,4,46
"3225",2014-10-30,60,44,132,13,0,1,55
"3226",2014-10-31,69,54,160,25,1,4,85
"3227",2014-11-01,38,66,162,22,0,14,57
"3228",2014-11-02,32,62,90,19,2,2,42
"3229",2014-11-03,53,54,134,14,0,3,36
"3230",2014-11-04,37,49,132,30,0,1,53
"3231",2014-11-05,51,53,131,17,0,5,59
"3232",2014-11-06,50,54,114,24,0,0,55
"3233",2014-11-07,55,56,158,35,1,2,41
"3234",2014-11-08,36,78,115,20,2,2,49
"3235",2014-11-09,24,62,101,17,2,4,49
"3236",2014-11-10,51,56,123,19,2,2,49
"3237",2014-11-11,45,56,107,15,1,3,52
"3238",2014-11-12,45,57,110,21,1,3,57
"3239",2014-11-13,38,41,110,18,2,2,49
"3240",2014-11-14,69,47,119,21,0,0,42
"3241",2014-11-15,38,43,123,24,1,3,51
"3242",2014-11-16,27,61,105,20,1,3,46
"3243",2014-11-17,54,37,121,14,1,1,49
"3244",2014-11-18,42,43,117,21,0,1,34
"3245",2014-11-19,46,45,115,14,1,1,35
"3246",2014-11-20,40,39,119,29,1,4,47
"3247",2014-11-21,48,41,109,32,2,3,69
"3248",2014-11-22,48,72,118,15,0,4,38
"3249",2014-11-23,30,49,110,28,0,8,41
"3250",2014-11-24,60,63,135,25,1,3,60
"3251",2014-11-25,56,57,128,21,0,5,43
"3252",2014-11-26,69,42,100,17,2,0,53
"3253",2014-11-27,44,34,77,10,1,8,25
"3254",2014-11-28,34,51,162,14,1,1,37
"3255",2014-11-29,39,46,113,13,0,2,35
"3256",2014-11-30,30,81,100,21,0,2,48
"3257",2014-12-01,50,47,176,17,1,5,45
"3258",2014-12-02,41,45,119,16,3,0,42
"3259",2014-12-03,54,35,114,26,1,2,33
"3260",2014-12-04,51,48,125,17,1,3,35
"3261",2014-12-05,56,44,135,24,1,1,43
"3262",2014-12-06,42,60,109,23,2,6,46
"3263",2014-12-07,36,56,91,20,0,3,48
"3264",2014-12-08,46,40,125,19,3,2,38
"3265",2014-12-09,40,34,114,21,0,3,66
"3266",2014-12-10,51,38,114,24,0,2,52
"3267",2014-12-11,47,42,130,19,0,5,43
"3268",2014-12-12,50,50,129,21,0,2,62
"3269",2014-12-13,44,54,135,23,0,2,51
"3270",2014-12-14,36,74,118,11,1,2,50
"3271",2014-12-15,54,41,142,26,2,2,39
"3272",2014-12-16,34,48,127,18,0,2,55
"3273",2014-12-17,49,44,146,17,2,3,51
"3274",2014-12-18,58,44,129,19,0,1,54
"3275",2014-12-19,49,38,155,27,1,2,46
"3276",2014-12-20,55,78,119,27,4,7,62
"3277",2014-12-21,44,54,117,22,1,4,55
"3278",2014-12-22,62,39,119,23,0,3,66
"3279",2014-12-23,71,33,130,23,0,3,59
"3280",2014-12-24,49,35,120,33,1,3,33
"3281",2014-12-25,24,64,57,16,1,5,33
"3282",2014-12-26,41,36,96,22,1,3,51
"3283",2014-12-27,38,57,116,27,1,2,44
"3284",2014-12-28,26,62,85,22,1,3,43
"3285",2014-12-29,55,37,108,27,2,2,63
"3286",2014-12-30,42,35,111,15,3,1,53
"3287",2014-12-31,52,35,103,15,0,4,44
"3288",2015-01-01,28,95,160,17,2,20,51
"3289",2015-01-02,42,47,124,22,2,3,43
"3290",2015-01-03,37,49,98,24,1,3,53
"3291",2015-01-04,25,42,71,15,2,0,50
"3292",2015-01-05,25,42,129,17,0,1,54
"3293",2015-01-06,32,34,109,20,2,4,35
"3294",2015-01-07,34,34,103,13,0,1,30
"3295",2015-01-08,32,33,102,21,1,2,32
"3296",2015-01-09,54,39,100,18,0,5,42
"3297",2015-01-10,26,35,97,15,2,4,33
"3298",2015-01-11,43,56,89,13,1,3,64
"3299",2015-01-12,43,44,100,15,3,2,61
"3300",2015-01-13,52,29,104,8,1,0,44
"3301",2015-01-14,59,30,103,18,0,4,47
"3302",2015-01-15,61,53,127,20,0,3,64
"3303",2015-01-16,55,42,131,20,1,4,54
"3304",2015-01-17,35,49,122,21,1,5,41
"3305",2015-01-18,24,44,72,11,1,4,44
"3306",2015-01-19,34,42,105,25,0,1,48
"3307",2015-01-20,33,45,116,22,4,2,63
"3308",2015-01-21,37,47,103,11,1,1,49
"3309",2015-01-22,47,35,115,15,1,2,54
"3310",2015-01-23,52,50,107,18,0,4,60
"3311",2015-01-24,38,48,84,16,4,5,43
"3312",2015-01-25,29,55,90,16,5,4,48
"3313",2015-01-26,57,46,93,18,0,1,58
"3314",2015-01-27,27,35,50,7,1,1,33
"3315",2015-01-28,27,40,96,12,1,2,36
"3316",2015-01-29,40,42,84,12,0,1,40
"3317",2015-01-30,28,42,116,14,0,2,42
"3318",2015-01-31,18,50,88,16,1,0,22
"3319",2015-02-01,24,60,131,13,2,9,33
"3320",2015-02-02,30,32,84,15,0,1,39
"3321",2015-02-03,34,35,93,15,0,2,32
"3322",2015-02-04,23,46,93,14,0,2,38
"3323",2015-02-05,40,35,100,16,0,3,53
"3324",2015-02-06,53,49,118,18,0,0,38
"3325",2015-02-07,22,52,82,17,0,2,41
"3326",2015-02-08,29,59,70,16,0,1,45
"3327",2015-02-09,39,34,81,13,0,0,53
"3328",2015-02-10,35,31,95,14,0,2,37
"3329",2015-02-11,41,47,74,13,0,0,53
"3330",2015-02-12,37,44,104,15,0,1,43
"3331",2015-02-13,49,36,116,24,1,3,35
"3332",2015-02-14,39,55,110,26,1,2,34
"3333",2015-02-15,22,54,86,12,0,2,29
"3334",2015-02-16,28,28,79,15,2,2,39
"3335",2015-02-17,32,25,98,18,0,3,33
"3336",2015-02-18,35,31,117,13,0,0,41
"3337",2015-02-19,33,38,97,25,4,3,25
"3338",2015-02-20,48,46,90,17,1,2,33
"3339",2015-02-21,43,54,95,12,0,6,33
"3340",2015-02-22,25,55,78,16,2,3,31
"3341",2015-02-23,35,41,108,18,1,4,36
"3342",2015-02-24,27,38,88,13,0,2,25
"3343",2015-02-25,50,53,111,23,1,1,44
"3344",2015-02-26,43,57,89,16,0,2,38
"3345",2015-02-27,52,44,100,13,1,1,29
"3346",2015-02-28,32,64,112,8,0,4,36
"3347",2015-03-01,25,58,118,19,0,7,30
"3348",2015-03-02,36,41,112,14,0,2,44
"3349",2015-03-03,38,43,105,24,1,0,41
"3350",2015-03-04,43,48,107,10,2,2,35
"3351",2015-03-05,28,45,81,15,0,2,35
"3352",2015-03-06,48,44,94,24,2,4,28
"3353",2015-03-07,28,67,92,9,0,4,34
"3354",2015-03-08,23,56,76,23,0,1,37
"3355",2015-03-09,41,53,108,18,1,1,44
"3356",2015-03-10,36,49,95,22,1,2,49
"3357",2015-03-11,33,51,105,18,0,6,44
"3358",2015-03-12,34,42,99,16,0,2,30
"3359",2015-03-13,37,55,116,20,2,5,35
"3360",2015-03-14,46,58,117,16,2,1,33
"3361",2015-03-15,32,62,101,15,0,5,27
"3362",2015-03-16,37,60,104,15,0,1,41
"3363",2015-03-17,43,62,108,12,1,4,37
"3364",2015-03-18,40,55,79,16,1,3,34
"3365",2015-03-19,35,55,114,15,1,3,42
"3366",2015-03-20,44,38,107,12,1,3,40
"3367",2015-03-21,31,42,108,14,1,4,37
"3368",2015-03-22,19,55,86,12,1,5,39
"3369",2015-03-23,31,36,106,22,0,3,33
"3370",2015-03-24,34,55,88,13,1,1,41
"3371",2015-03-25,27,32,99,13,1,4,42
"3372",2015-03-26,26,28,97,16,3,2,36
